,RA,DEC,z,mstar,plugmag_r,specmag_r,flux,flux_plugmag,comoving_distance,completeness,environment,cluster_mass,cluster_name
0,146.7142,-1.0413043,0.021275453,10.294701,16.3047,15.627859,0.0020363622,0.0010917427,93.69114383748997,0.9477592838460258,Field,,
1,146.91945,-0.99049175,0.21392463,11.162018,19.0826,18.079983,0.00021281814,8.45201e-05,898.3180443865447,0.8742280929680674,Field,,
2,146.85983,-0.80890167,0.12655362,11.373624,18.9428,17.694822,0.00030343866,9.613458e-05,543.297927755973,0.9165887229312891,Field,,
4,146.9639,-0.5450026,0.055987872,9.958836,19.4772,18.517302,0.00014225845,5.8765585e-05,244.5326774273365,0.8745751938153208,Field,,
5,146.60721,-1.240753,0.09063296,10.915439,18.2503,17.301632,0.00043586196,0.00018192064,392.5456108165685,0.9375050347763894,Field,,
6,146.72794,-0.55687994,0.08933747,10.783212,18.1813,17.25646,0.00045437602,0.00019385692,387.0569393277587,0.9386317986353485,Field,,
7,146.74413,-0.6521906,0.2037688,11.365243,19.0098,17.697834,0.0003025976,9.038148e-05,857.9043342567219,0.9163203033267879,Field,,
8,146.59271,-0.76025605,0.06502353,10.1398535,18.4848,17.585674,0.00033553055,0.00014658194,283.3810764400245,0.9250648405283965,Field,,
9,146.9341,-0.67040396,0.12131637,11.165448,18.1628,16.997368,0.000576837,0.00019718774,521.4910926774998,0.9428474743959984,Field,,
10,146.95,-0.59220225,0.064776674,9.7676325,18.8533,17.998915,0.00022931558,0.00010439521,282.3220404445757,0.8834094025802003,Field,,
11,146.63167,-0.9882778,0.052658666,9.364033,19.1326,18.485851,0.00014644038,8.071633e-05,230.17540797622098,0.8744545107507711,Field,,
12,146.62857,-0.76513684,0.064588785,10.5648575,18.1928,17.127377,0.0005117421,0.00019181338,281.51588213212585,0.9411265799619012,Field,,
15,146.9635,-0.75935173,0.097041465,10.382615,18.6868,17.618538,0.00032552527,0.00012169742,419.6439978772214,0.9227618633068143,Field,,
17,147.02336,-0.16009352,0.21564895,11.422873,19.3548,18.192383,0.0001918875,6.577804e-05,905.1574055182408,0.8646105100967192,Field,,
18,146.9108,-0.07455935,0.24227172,11.521063,19.4048,18.084093,0.00021201398,6.281747e-05,1009.932127886458,0.8737816853775653,Field,,
19,146.95607,-0.34230044,0.13483052,11.1529455,18.8645,17.370491,0.0004090751,0.000103323764,577.6404122815585,0.9354845572858548,Field,,
20,146.9201,-0.30646208,0.1314682,10.9303875,19.0955,17.797653,0.00027601898,8.352231e-05,563.7073646232536,0.9066019841973212,Field,,
21,147.17639,-0.35405684,0.0062822127,7.9096804,18.8395,18.047054,0.0002193718,0.000105730534,27.762243457112536,0.877930439488507,Field,,
22,147.32951,0.028902695,0.048096348,10.6426935,17.5661,16.721788,0.00074350927,0.00034163296,210.4623691451728,0.9452200818593228,Field,,
23,147.24805,-0.035723556,0.08410355,10.844511,18.0309,17.178122,0.0004883725,0.00022265938,364.84562737322096,0.9402592936677221,Field,,
24,147.18678,-0.49381256,0.09024068,11.048132,18.3413,17.33208,0.00042380564,0.00016729394,390.8839965081529,0.936639567679479,Field,,
25,147.11461,-0.16521837,0.20423692,11.394201,18.6059,17.56585,0.0003417125,0.00013111113,859.7720947103791,0.9263260168432419,Field,,
26,147.2257,-0.29262063,0.13373035,10.532705,19.1105,18.046684,0.00021944504,8.2376246e-05,573.0841319393879,0.8779700074318575,Field,,
28,146.56561,-1.084742,0.09757023,10.675805,17.9863,16.96838,0.00059244735,0.00023199698,421.87596585077796,0.9431556530623594,Field,,
29,146.57272,-1.0608357,0.06075863,10.604411,18.3073,17.33751,0.0004216928,0.00017261543,265.0658700118941,0.9364974468357704,Field,,
30,146.30548,-1.1305512,0.15488765,10.484775,19.0732,18.137882,0.00020176498,8.5254906e-05,660.2463412399397,0.8683824619683682,Field,,
31,146.43282,-0.98737836,0.14039965,10.984621,18.0787,17.259712,0.00045301707,0.00021306971,600.6644581343409,0.9385546146397286,Field,,
32,146.57133,-0.9572115,0.06522541,10.678596,18.1497,17.374157,0.00040769763,0.00019958196,284.2470808733443,0.9353611501408472,Field,,
33,146.32349,-1.1808358,0.08930188,10.293827,18.1303,17.244064,0.00045959413,0.00020317973,386.9060968388674,0.9389166458181631,Field,,
34,146.51283,-0.84576494,0.06492077,10.870289,17.5027,16.688187,0.0007668767,0.00036217622,282.9402426650722,0.9454193825720629,Field,,
35,146.36034,-0.8166569,0.12750788,10.945272,18.2218,17.0914,0.0005289811,0.00018675847,547.2648733855436,0.9416733555851495,Field,,
36,146.31178,-0.81320924,0.20591073,11.265907,18.7798,17.537228,0.0003508413,0.00011170701,866.4465243481359,0.9280862700674407,Field,,
38,146.36894,-0.6682473,0.2711041,11.591032,19.3417,17.952019,0.00023943759,6.657671e-05,1121.6622948209376,0.8890410868634021,Field,,
39,146.4483,-0.71339965,0.11469807,10.519801,18.4058,17.302969,0.0004353225,0.00015764544,493.8492218550772,0.9374692837532016,Field,,
40,146.90231,-0.31366175,0.13155307,11.082269,19.4494,18.151243,0.00019929731,6.028914e-05,564.0593243890855,0.8672183636639178,Field,,
41,146.86432,-0.4640719,0.06515202,10.1467905,18.3913,17.423544,0.00038956673,0.0001597643,283.9322789503367,0.9335825736960744,Field,,
43,146.77711,-0.24198689,0.13072853,10.61273,19.5054,18.313576,0.00017162066,5.7258396e-05,560.6389388467595,0.8657097110889761,Field,,
44,146.89159,-0.5126615,0.08395144,10.536587,18.8023,17.685705,0.0003059974,0.00010941618,364.1992671061688,0.9173977563230733,Field,,
45,146.90125,-0.4131573,0.056575943,10.334303,18.0605,16.880053,0.0006426575,0.0002166707,247.0663127609161,0.9440098126162269,Field,,
46,146.8833,-0.49469888,0.083625905,11.296715,17.9313,16.864557,0.00065189623,0.0002440516,362.8157350846086,0.9441376838454234,Field,,
47,146.85757,-0.21877608,0.12451607,10.946429,18.7495,17.437302,0.0003846619,0.00011486818,534.8210046240032,0.9330505560700687,Field,,
49,146.812,-0.19004646,0.06211357,10.608024,17.6939,16.765121,0.000714418,0.0003036973,270.88869663803945,0.9449497698577367,Field,,
53,146.85966,-0.09893863,0.12542537,10.667418,18.7799,17.730806,0.0002935473,0.00011169671,538.6051043948665,0.9133001707969134,Field,,
54,146.76077,0.01597814,0.12492377,11.045128,19.0981,17.62967,0.00032220548,8.332227e-05,536.5179062502333,0.9218774174377423,Field,,
55,146.80914,0.026384188,0.12601508,11.48772,18.3911,16.962425,0.0005957035,0.00015979448,541.0582773666639,0.9432157389179645,Field,,
56,146.23485,-1.1527694,0.067389406,9.703085,18.7943,17.727673,0.00029439683,0.000110224544,293.5245144824123,0.9136029383456862,Field,,
58,146.23657,-1.1192325,0.1143732,10.664286,19.0152,18.01643,0.0002256471,8.993366e-05,492.4899567959627,0.8813613910412017,Field,,
60,146.19263,-0.688401,0.004097234,7.612726,19.3867,18.847618,0.0001049427,6.3873784e-05,18.11562576780136,0.8591262747175166,Field,,
61,146.0078,-0.64227164,0.004810433,6.689749,17.4948,17.76891,0.00028342265,0.00036481986,21.26545825326603,0.9096291737191401,Field,,
62,146.09344,-1.0081668,0.06592802,10.086474,18.1467,17.46658,0.00037442942,0.00020013406,287.2603878806224,0.9317389314981119,Field,,
64,146.09369,-0.7930877,0.067620546,10.892959,17.3688,16.36587,0.001031936,0.0004097152,294.51486150853816,0.9467182706951143,Field,,
65,146.11835,-0.8681462,0.127658,10.526115,18.6857,17.868174,0.00025866114,0.00012182041,547.888736120799,0.8988983094251574,Field,,
66,146.07944,-0.6809605,0.06730081,10.446749,17.8708,16.97081,0.00059112185,0.0002580371,293.14488812244207,0.943131395246303,Field,,
67,146.13557,-0.6821906,0.20388186,11.439088,18.8088,17.55879,0.00034394083,0.000108762695,858.3554586436604,0.9267605454880111,Field,,
68,146.12796,-1.1897714,0.1408175,10.853505,18.9902,17.901573,0.00025082464,9.202853e-05,602.3892100155565,0.8949766865496986,Field,,
70,146.14359,-0.74164104,0.20388976,11.777782,18.5418,17.310427,0.0004323445,0.0001390849,858.3869714983209,0.93726835755091,Field,,
71,146.61903,-0.43432227,0.006039161,8.341645,18.5823,17.967106,0.00023613242,0.00013399262,26.689662020448136,0.8872765583305123,Field,,
72,146.74174,-0.5246915,0.13151585,10.57516,19.1962,18.262135,0.0001799468,7.6123935e-05,563.9049460607703,0.8635589143434572,Field,,
73,146.60365,-0.19149283,0.12157553,10.6328745,18.5889,17.794636,0.00027678616,0.00013318066,522.5715464686608,0.9069282611604763,Field,,
74,146.7517,-0.4083915,0.03580908,9.92328,18.2405,16.882734,0.0006410704,0.00018356914,157.1535181099121,0.9439857923571413,Field,,
75,146.62965,-0.46568888,0.08925618,10.798924,18.2173,17.361614,0.00041243588,0.00018753434,386.712432206127,0.9357434858471328,Field,,
76,146.49052,-0.36931044,0.12314858,11.054405,18.1665,16.904163,0.0006285417,0.0001965177,529.1267670411795,0.9437984465487859,Field,,
78,146.73712,-0.2521827,0.13048142,11.299431,18.2425,17.01751,0.00056623464,0.00018323165,559.6136001893142,0.942612599921321,Field,,
79,146.57562,-0.29127368,0.12636723,10.972551,19.4194,18.252893,0.00018148652,6.197864e-05,542.5228184489296,0.8634635190491872,Field,,
80,146.63489,-0.19229113,0.13216081,11.288787,18.0629,17.061504,0.00054374995,0.00021619162,566.5794451860926,0.9420850026972983,Field,,
81,146.729,0.026971893,0.05670393,10.444561,18.1601,16.960913,0.0005965334,0.0001976785,247.61762943933343,0.9432334912963163,Field,,
82,146.64357,-0.33134526,0.13027334,11.441894,18.4055,17.064074,0.0005424643,0.00015768837,558.7500938088629,0.9420495018171275,Field,,
83,146.66136,-0.1033698,0.06940611,10.303443,19.0029,17.941587,0.00024174846,9.0958085e-05,302.16151421697083,0.8901702100247805,Field,,
84,146.74794,-0.2682818,0.13026698,10.862069,19.1205,17.918211,0.00024701052,8.162071e-05,558.7236874916736,0.8929603660253767,Field,,
86,146.69572,-0.28693372,0.12101814,11.352385,17.9995,16.827543,0.0006744991,0.00022919175,520.2475357698135,0.9444841672060513,Field,,
87,146.63068,0.070984066,0.12592643,11.064381,19.0021,17.74609,0.00028944432,9.102523e-05,540.6895590257087,0.9117980611662305,Field,,
88,146.60631,-0.21322083,0.12060838,10.488191,19.2854,18.070492,0.00021468628,7.0119764e-05,518.5386214683555,0.8752766444867982,Field,,
89,146.60806,0.047679186,0.09213265,10.109967,19.461,18.30415,0.00017311802,5.9648624e-05,398.8949348854888,0.8654319729975284,Field,,
90,145.81812,-0.87895113,0.20464495,11.49399,18.6237,17.689219,0.00030500992,0.00012898025,861.3996859856663,0.9170873662535176,Field,,
91,145.8906,-1.0976161,0.06252577,10.245093,18.1453,17.315884,0.0004301777,0.00020039178,272.659365796063,0.9371151316988522,Field,,
92,145.96877,-1.0577835,0.28998145,11.483567,19.1892,17.844528,0.00026435632,7.6615965e-05,1193.8368633480238,0.9015067996040231,Field,,
93,145.84663,-1.1867962,0.14171128,10.911469,18.7863,17.749403,0.0002885609,0.000111040325,606.0772649107171,0.911482399326186,Field,,
94,145.85318,-0.99705017,0.14495942,10.907509,18.4787,17.633446,0.0003210867,0.00014740828,619.4655795242744,0.9215805483526545,Field,,
95,145.80475,-1.184054,0.14578134,11.210949,18.7023,17.60346,0.00033007734,0.00011997218,622.849770833153,0.9238737992724626,Field,,
96,145.93788,-0.73396504,0.14268303,11.044282,18.8458,17.75192,0.00028789256,0.00010511844,610.0850568381715,0.9112460615070513,Field,,
98,145.82166,-0.84656745,0.067737944,10.061064,18.8457,18.095963,0.00020970809,0.00010512906,295.01782871454134,0.8725092569633278,Field,,
99,145.87447,-0.6087486,0.07163119,10.610968,18.3443,17.504322,0.00036163421,0.00016683244,311.6809547910288,0.9299105380159032,Field,,
100,145.89232,-1.0226363,0.15360022,11.312476,18.1097,17.21027,0.00047412183,0.0002070714,654.9702121667696,0.939620785836199,Field,,
103,146.29988,-0.12001413,0.030742235,10.591939,17.4609,16.415297,0.0009860098,0.00037639306,135.07869888317012,0.9465730845162292,Field,,
104,146.43376,-0.10567172,0.06240942,10.543197,19.0359,18.063637,0.00021604545,8.823532e-05,272.1595982581957,0.8760582847572789,Field,,
105,146.32317,-0.029989881,0.021717886,8.618916,19.1648,18.737942,0.000116098076,7.8357254e-05,95.62955347144388,0.8673890845211988,Field,,
106,146.3698,0.08226418,0.06750636,10.344194,19.364,18.09146,0.00021057932,6.5223125e-05,294.025623875482,0.8729879161662433,Field,,
107,146.35204,-0.3326912,0.052288897,10.322679,17.6325,16.51379,0.0009005025,0.000321366,228.57933090864543,0.9462240714546492,Field,,
108,146.34706,0.07541644,0.06226088,10.413597,18.8521,17.49096,0.00036611353,0.000104510356,271.5215381335709,0.9306078631251425,Field,,
109,146.38135,-0.38646442,0.05255049,10.414455,18.9145,17.672691,0.00030968696,9.867376e-05,229.70850900487326,0.9184505594863096,Field,,
110,146.37378,-0.36838683,0.053023856,11.09292,18.2515,16.947327,0.0006040443,0.00018171861,231.75143986800848,0.9433899709644236,Field,,
111,146.30086,0.035479628,0.021744836,9.369798,17.4921,16.4997,0.0009122613,0.00036572947,95.74761791278794,0.9462824027545771,Field,,
113,146.35579,-0.14338836,0.030768914,10.264645,17.1809,16.218311,0.0011821532,0.0004871258,135.19507074187788,0.9470890333072545,Field,,
114,146.46892,-0.09284351,0.06250914,11.518373,17.0829,16.078785,0.0013442644,0.0005331396,272.58793790055694,0.9473293856308004,Field,,
115,146.36539,-0.34351528,0.0524687,10.395403,18.2795,17.074602,0.00053722935,0.0001770922,229.35546439281842,0.9419057006024462,Field,,
116,146.32957,-0.30622363,0.036458816,9.683535,19.5314,18.505426,0.00014382394,5.5903667e-05,159.9803495038397,0.8744357048564493,Field,,
119,146.39902,-0.35038266,0.0536029,9.644127,19.3024,18.064682,0.00021583775,6.903046e-05,234.24981361500022,0.875937679569976,Field,,
120,146.39967,0.03224605,0.1285717,11.047936,19.147,17.765776,0.00028424285,7.965319e-05,551.6849877841803,0.9099539139239461,Field,,
121,146.02339,0.021997187,0.12541735,11.158933,19.49,18.074217,0.0002139502,5.8076686e-05,538.5717497069367,0.8748567331114113,Field,,
122,146.28017,-0.40694922,0.06331611,10.593369,17.2035,16.097115,0.0013217666,0.00047708995,276.0533397256105,0.947298239484726,Field,,
123,146.16563,-0.064166285,0.063180596,10.468087,17.6729,16.770763,0.00071071583,0.00030962846,275.4715017060029,0.9449094626075136,Field,,
124,146.06648,-0.0008945876,0.12404768,10.797993,18.7739,17.791496,0.0002775884,0.00011231553,532.8710831752728,0.9072720217840474,Field,,
125,146.23184,0.068229154,0.021585494,10.829579,16.5911,15.332478,0.0026730653,0.00083860836,95.0495560092407,0.9479009457959182,Field,,
126,146.05733,-0.09703017,0.036740165,10.488583,16.8839,16.061954,0.0013652672,0.000640381,161.20415181839178,0.9473575075054856,Field,,
127,145.99396,-0.13584761,0.06307655,10.619491,17.8479,17.002703,0.0005740116,0.00026353676,275.02473196908875,0.9427856315601448,Field,,
128,145.98758,-0.34255457,0.12627722,10.780379,19.2085,18.08039,0.00021273778,7.526591e-05,542.1485282420484,0.8741834711945402,Field,,
129,146.2278,0.043565825,0.09138892,10.697097,18.3301,16.960258,0.0005968924,0.00016902876,395.74675604656295,0.9432411697166624,Field,,
130,146.23462,-0.40626115,0.27192864,11.373157,19.6214,18.188084,0.00019264832,5.1456595e-05,1124.8309453109218,0.8647583930265972,Field,,
131,146.283,0.06405607,0.021574413,8.997021,19.238,18.10208,0.00020852977,7.324895e-05,95.00100975309509,0.8718598715481386,Field,,
132,146.16234,-0.02242435,0.091503076,10.428811,18.5339,17.592669,0.0003333757,0.00014010137,396.2300570301262,0.9246092416526573,Field,,
133,146.10555,-0.28541598,0.08999165,10.546677,18.3395,17.248884,0.000457558,0.00016757191,389.82899683760854,0.9388068966095685,Field,,
134,146.19333,-0.038867313,0.06293288,10.841021,17.6259,16.58601,0.0008425547,0.00032332534,274.40779053885336,0.9459408976009825,Field,,
135,145.97523,0.10664574,0.12540945,10.781603,19.203,17.817665,0.00027097785,7.564901e-05,538.538890863824,0.9044926160744031,Field,,
137,146.22224,-0.3758881,0.06737973,10.605055,17.9215,16.869955,0.0006486604,0.0002462631,293.4830440418256,0.944093750731,Field,,
138,145.8485,0.051299054,0.12241195,10.900316,18.9981,17.78486,0.00027929063,9.1360846e-05,526.0577496643336,0.9079856330992533,Field,,
139,145.8774,-0.05018751,0.0909887,10.706518,18.7539,17.906826,0.0002496158,0.000114403985,394.0521750922095,0.8943315019675919,Field,,
141,145.90594,-0.36835754,0.09780035,10.967516,17.9425,16.796074,0.0006943363,0.00024154682,422.84712663805266,0.9447322281792137,Field,,
142,145.89111,-0.46704537,0.20312992,10.95213,19.3002,18.268166,0.00017895062,6.917036e-05,855.3544555836709,0.8638559467047798,Field,,
143,145.8765,-0.010999021,0.12702405,11.202713,17.9269,16.888973,0.0006374011,0.00024504183,545.2538017204853,0.9439302192137462,Field,,
144,145.83688,0.0028933787,0.1294421,11.027258,18.6671,17.53806,0.0003505702,0.00012392548,555.2995871170793,0.9280373830766037,Field,,
145,145.86565,0.05618939,0.12778601,11.051838,18.3981,17.14281,0.00050451624,0.00015876687,548.4207211700276,0.9408680569614869,Field,,
146,145.82272,-0.16028957,0.06265986,9.779675,18.4959,17.773823,0.00028214345,0.00014509089,273.23527981244274,0.9091141672415198,Field,,
147,145.8252,0.043159343,0.14506282,11.168226,18.5531,17.402405,0.00039722727,0.00013764473,619.8913988810474,0.9343883697484585,Field,,
148,145.84425,0.030685406,0.15541276,10.830562,19.0371,17.818932,0.00027066265,8.8137334e-05,662.3973348836573,0.9043587962790934,Field,,
149,145.86533,0.089624316,0.12784217,10.9885845,18.7471,17.459677,0.00037681486,0.00011512272,548.6540997844439,0.9320575447276912,Field,,
150,145.89246,-0.3362982,0.09799004,10.478464,18.6995,17.653885,0.0003150979,0.000120281875,423.6475902000391,0.9199897992656576,Field,,
152,145.9502,0.07202043,0.12580577,10.859688,18.6491,17.393225,0.00040059804,0.00012599719,540.1876186420607,0.9347230502726352,Field,,
153,145.59656,-1.2053233,0.14730042,9.402111,19.4402,18.552933,0.00013766589,6.080234e-05,629.1006395854382,0.8747897997329465,Field,,
154,145.68114,-0.86722344,0.06757296,10.938446,17.2037,16.50608,0.00090691634,0.00047700407,294.31097861404857,0.9462583022145988,Field,,
155,145.68613,-1.2440377,0.14804365,11.204473,18.5723,17.479473,0.0003700092,0.00013523176,632.1571096477195,0.9311641457563293,Field,,
156,145.61887,-0.9726861,0.15261215,10.929109,18.7317,17.7851,0.0002792281,0.00011676744,650.9184940685406,0.9079597874091534,Field,,
158,145.63394,-1.0506032,0.14320153,11.099902,18.7743,17.580507,0.00033713022,0.000112274596,612.2226758728938,0.9253957506989887,Field,,
159,145.76791,-1.074726,0.0625282,10.47517,18.8533,18.05314,0.00021814492,0.00010439521,272.6697983160273,0.8772598814067799,Field,,
160,145.64787,-0.7717634,0.0216521,9.256276,18.7358,17.988745,0.00023147385,0.00011632674,95.34135859903729,0.8846564941652649,Field,,
161,145.64525,-0.81551886,0.14546841,10.995814,18.8368,17.638905,0.00031947473,0.000105993684,621.5614990091968,0.9211513772914766,Field,,
162,145.6785,-0.7914006,0.1491249,10.957401,18.6888,17.483604,0.00036860295,0.00012147261,636.6015812141794,0.9309694812521463,Field,,
163,145.75414,-0.7533942,0.098543875,10.954293,18.5908,17.472878,0.0003722618,0.00013294806,425.9842131779047,0.9314478551405345,Field,,
164,145.75974,-0.8138921,0.06758778,10.806956,17.3078,16.28772,0.0011089509,0.00043339198,294.37447107794407,0.9469367990830528,Field,,
165,145.64345,-0.68482,0.14613773,10.955033,19.5107,18.312994,0.00017171263,5.6979447e-05,624.3167312408624,0.865699738591095,Field,,
166,145.70894,-0.747678,0.0715631,10.364848,18.1348,17.112413,0.00051884353,0.00020233911,311.38980211047505,0.9413679092344818,Field,,
169,145.7811,-0.60534054,0.14261778,11.017401,18.9433,18.026005,0.00022366396,9.6090684e-05,609.8160009292593,0.8803562475233669,Field,,
170,145.5822,-0.89274305,0.09833237,10.677276,18.3607,17.559412,0.00034374453,0.0001643309,425.09193933294875,0.9267229138643964,Field,,
172,145.59828,-0.20219947,0.091189384,10.578966,18.6099,17.68198,0.00030704882,0.0001306289,394.9019375203843,0.9177114061820325,Field,,
173,145.70268,-0.04852748,0.098301746,10.380422,18.5379,17.68565,0.0003060149,0.00013958548,424.9627484379703,0.9174032542432562,Field,,
174,145.72206,-0.52713704,0.16402377,11.03063,18.5043,17.562757,0.00034268637,0.00014397372,697.5844926376941,0.9265200657441026,Field,,
175,145.74475,-0.07635172,0.062601425,10.071566,18.3879,17.758503,0.00028615296,0.00016026536,272.9843041272637,0.9106527991747568,Field,,
177,145.66917,-0.42102498,0.030347425,8.846629,19.1742,18.638012,0.0001272909,7.76819e-05,133.35637124954258,0.8726112628855951,Field,,
178,145.73721,-0.061008543,0.14386664,11.160206,18.3309,17.427406,0.00038818337,0.00016890407,614.9638803946076,0.9334347892163685,Field,,
179,145.68939,-0.011335705,0.09777857,10.2882,18.9549,18.20788,0.0001891689,9.5068965e-05,422.75522244871047,0.8641592886169376,Field,,
180,145.77843,-0.13455068,0.14515544,10.993959,18.5589,17.634169,0.0003208724,0.0001369116,620.2728308741843,0.92152343216019,Field,,
181,145.6012,-0.001388682,0.14591427,10.942992,18.5699,17.671387,0.00031005984,0.00013553143,623.3969767429915,0.918554383315125,Field,,
183,145.6695,0.11167288,0.124730386,10.853202,18.6531,17.473652,0.0003719954,0.00012553377,535.7130538019173,0.931412347099625,Field,,
184,145.80121,-0.2111285,0.14489636,11.15471,19.1035,17.832424,0.00026732063,8.290869e-05,619.2058668213392,0.9027980737460088,Field,,
186,145.38815,-0.69227046,0.14695784,11.08971,18.8408,17.733908,0.0002927092,0.000105604304,627.6914057075752,0.9129866404261,Field,,
187,145.49628,-0.7367916,0.14673829,11.127041,18.7718,17.54695,0.00034771202,0.00011253328,626.788111776421,0.9275025074812799,Field,,
188,145.43954,-0.64524126,0.14906287,11.265551,18.2598,17.152395,0.00050008215,0.00018033445,636.3466632010325,0.940718893143357,Field,,
189,145.50249,-0.9666317,0.14772987,11.173082,18.0857,17.19718,0.00047987438,0.0002116995,630.8668795969845,0.9398895620111983,Field,,
190,145.37115,-1.0810148,0.09882925,10.754354,19.1312,18.091602,0.00021055159,8.0820275e-05,427.18794566008495,0.8729726779968331,Field,,
191,145.44408,-1.1954565,0.08805942,10.543071,18.4463,17.528969,0.00035351864,0.00015187361,381.6386484906013,0.9285532969360766,Field,,
192,145.37411,-1.24932,0.066854216,11.278215,16.7873,15.843208,0.001670003,0.0006999731,291.2309870362939,0.9476128445883447,Field,,
193,145.46323,-0.8442227,0.14638293,10.803645,18.4767,17.630402,0.00032198764,0.00014767979,625.3258465145344,0.9218199774204874,Field,,
194,145.5575,-0.69320464,0.21780281,11.379848,19.4777,18.17888,0.00019428904,5.8738235e-05,913.6914019007381,0.8651740200007648,Field,,
195,145.52621,-0.74745065,0.21846208,11.332136,19.0058,17.734592,0.00029252414,9.071553e-05,916.3015419931617,0.9129174037394767,Field,,
196,145.37814,-0.67431766,0.09023955,10.377932,18.6598,17.632229,0.00032144788,0.00012476156,390.8791990597037,0.9216768150847588,Field,,
197,145.3983,-0.67092615,0.14683414,10.982827,18.6838,17.643793,0.0003180412,0.000122034064,627.1824497648465,0.920782942311833,Field,,
198,145.48724,-0.806932,0.06079154,10.750274,17.9018,16.84674,0.00066268066,0.00025077286,265.20734307609774,0.9443136625595092,Field,,
199,145.4793,-1.0534252,0.08841285,10.682761,18.0793,17.119865,0.0005152919,0.00021295184,383.13737686617645,0.9412473605756851,Field,,
200,145.47823,-0.59981626,0.12674902,10.871749,18.1973,17.224041,0.00046815033,0.00019101978,544.1103828473774,0.9393330071266651,Field,,
201,145.39427,-0.55765533,0.12592979,10.507733,18.1283,17.278181,0.00044537662,0.00020355395,540.7035048087555,0.9380975876442457,Field,,
202,145.40681,-0.31439656,0.14681081,10.889799,18.8695,17.738396,0.00029150202,0.00010284929,627.0865033778839,0.9125412870154189,Field,,
203,145.36478,-0.34279397,0.14868309,10.781258,19.1515,17.967033,0.00023614899,7.932364e-05,634.7858049725327,0.8872860990909169,Field,,
206,145.5163,-0.5191939,0.12672845,10.992494,18.6023,17.646036,0.00031738536,0.00013154659,544.0248227509526,0.9206143879462473,Field,,
208,145.39609,-0.091230944,0.08993113,10.683678,18.1199,17.236385,0.00046285742,0.00020513617,389.57258133316844,0.9390877499322231,Field,,
210,145.46451,0.10700143,0.1228116,10.853598,18.7141,17.604025,0.0003299049,0.000118675176,527.7229476203298,0.9238316137133419,Field,,
211,145.42694,0.049536735,0.09091154,10.693448,18.2451,17.146996,0.0005025767,0.0001827928,393.7254029700964,0.9408037817161791,Field,,
212,145.34744,0.05434486,0.0901821,10.758921,17.9861,16.905193,0.0006279485,0.00023203874,390.63585120169313,0.94378896794964,Field,,
213,145.41306,0.10646309,0.12124637,10.807824,19.225,18.056759,0.00021741896,7.413117e-05,521.1992027249763,0.876848869151849,Field,,
214,145.4455,-0.12267788,0.09051491,10.733829,18.0249,17.176037,0.00048931286,0.00022389296,392.0456242161657,0.940295335333409,Field,,
215,145.44666,0.077354714,0.12244989,10.513167,19.397,18.257978,0.00018063726,6.3270716e-05,526.2158403066234,0.8635095121633216,Field,,
216,145.45409,0.03907834,0.18143399,10.760648,19.642,18.577765,0.00013455284,5.0489525e-05,768.2354671973727,0.8740811078422148,Field,,
217,145.39107,-0.41559586,0.035902377,9.719899,18.8935,17.968666,0.00023579456,0.0001006004,157.5594800726621,0.8870820826199635,Field,,
218,145.51958,-0.2775546,0.09823761,10.283021,19.2075,18.156305,0.00019837166,7.533603e-05,424.69216401041473,0.8668826671659234,Field,,
220,145.18668,-0.89337766,0.14256711,10.459658,18.9286,18.258705,0.0001805167,9.74006e-05,609.6070906883439,0.8635161859406244,Field,,
221,145.20738,-0.8630533,0.1415308,11.292622,18.0307,17.344414,0.0004190196,0.00022270046,605.332673140821,0.9362785976750498,Field,,
222,145.35144,-1.2385576,0.090592936,10.156627,19.3022,18.495214,0.00014518204,6.904319e-05,392.3760908022154,0.8744824888933386,Field,,
223,145.35048,-1.0805558,0.0713802,10.229078,18.5703,17.686611,0.00030574354,0.00013548203,310.60766480334195,0.917317958722816,Field,,
224,145.25691,-1.1018864,0.06653853,9.9648905,18.9602,18.110758,0.00020687052,9.4606636e-05,289.87783645554384,0.8709066186595055,Field,,
226,145.1963,-0.87997985,0.11856927,10.487881,18.2987,17.689445,0.00030494563,0.00017398848,510.02906098669433,0.9170671584237609,Field,,
227,145.34998,-1.2538598,0.08816088,10.4787655,18.2613,17.296648,0.00043786695,0.00018008673,382.06892399078737,0.9376279110278974,Field,,
228,145.16039,-0.6554685,0.15048291,10.9468565,18.6678,17.70172,0.0003015164,0.0001238455,642.1800085232877,0.9159555472811639,Field,,
229,145.3416,-0.5772753,0.08972443,10.607662,17.5353,16.784544,0.00070174906,0.0003514628,388.6967700526257,0.9448094244078361,Field,,
230,145.22485,-0.5480227,0.12957537,10.773335,18.5023,17.614584,0.0003267126,0.0001442389,555.8529167198329,0.9230655593269975,Field,,
231,145.27785,-0.73313606,0.14757228,11.055477,18.7078,17.73499,0.00029241754,0.000119365686,630.2187735638857,0.9128775210561774,Field,,
233,145.3621,-0.71402013,0.13156366,10.242345,19.4417,18.596273,0.00013227886,6.071828e-05,564.1032641903562,0.8733662443557179,Field,,
234,145.34203,-0.90634096,0.151113,11.082526,18.4037,17.566925,0.0003413735,0.00015795037,644.7669682811795,0.9262574054797763,Field,,
235,145.33122,-0.5420681,0.15321817,10.8299675,19.0643,18.136925,0.00020194406,8.595683e-05,653.4038047386972,0.8684794644191232,Field,,
